"","UNIPROTKB_ID","UNIPROTKB","ORGANISM","ORGANISM-ID","ID","EMBL/GENBANK/DDBJ","EMBL/GENBANK/DDBJ_CDS","GENENAME","GENES","GO","GO-ID","KEGG","EGGNOG","PSEUDOCAP"
"11","OMP41_PORGI","Q9S3R9","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q9S3R9","AF175714","AAQ65868.1","PG_0695","PG_0695","cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021]; outer membrane [GO:0019867]; polysaccharide binding [GO:0030247]; porin activity [GO:0015288]","GO:0009279; GO:0015288; GO:0016021; GO:0019867; GO:0030247","pgi:PG_0695","COG2885",NA
"12","OMP41_PORGI","Q9S3R9","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q9S3R9","AE015924","AAD51067.1","PG_0695","PG_0695","cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021]; outer membrane [GO:0019867]; polysaccharide binding [GO:0030247]; porin activity [GO:0015288]","GO:0009279; GO:0015288; GO:0016021; GO:0019867; GO:0030247","pgi:PG_0695","COG2885",NA
"13","OMP41_PORGI","Q9S3R9","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q9S3R9","AF175714","AAD51067.1","PG_0695","PG_0695","cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021]; outer membrane [GO:0019867]; polysaccharide binding [GO:0030247]; porin activity [GO:0015288]","GO:0009279; GO:0015288; GO:0016021; GO:0019867; GO:0030247","pgi:PG_0695","COG2885",NA
"14","OMP41_PORGI","Q9S3R9","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q9S3R9","AE015924","AAQ65868.1","PG_0695","PG_0695","cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021]; outer membrane [GO:0019867]; polysaccharide binding [GO:0030247]; porin activity [GO:0015288]","GO:0009279; GO:0015288; GO:0016021; GO:0019867; GO:0030247","pgi:PG_0695","COG2885",NA
"15","PANC_PORGI","Q7MWV8","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MWV8","AE015924","AAQ65672.1","panC","panC PG_0477","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; pantoate-beta-alanine ligase activity [GO:0004592]; pantothenate biosynthetic process [GO:0015940]","GO:0004592; GO:0005524; GO:0005737; GO:0015940","pgi:PG_0477","COG0414",NA
"16","QUEC_PORGI","Q7MV08","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MV08","AE015924","AAQ66382.1","queC","queC PG_1310","ATP binding [GO:0005524]; ligase activity, forming carbon-nitrogen bonds [GO:0016879]; zinc ion binding [GO:0008270]; queuosine biosynthetic process [GO:0008616]","GO:0005524; GO:0008270; GO:0008616; GO:0016879","pgi:PG_1310","COG0603",NA
"17","PRTC1_PORGI","P59916","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","P59916","AE015924","AAQ66580.1","prtC","prtC PG_1542","peptidase activity [GO:0008233]","GO:0008233","pgi:PG_1542","COG0826",NA
"18","RIBBA_PORGI","Q7MWK9","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MWK9","AE015924","AAQ65785.1","ribBA","ribBA PG_0599","3,4-dihydroxy-2-butanone-4-phosphate synthase activity [GO:0008686]; GTP binding [GO:0005525]; GTP cyclohydrolase II activity [GO:0003935]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; zinc ion binding [GO:0008270]; riboflavin biosynthetic process [GO:0009231]","GO:0000287; GO:0003935; GO:0005525; GO:0008270; GO:0008686; GO:0009231; GO:0030145","pgi:PG_0599","COG0807",NA
"19","RIBBA_PORGI","Q7MWK9","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MWK9","AE015924","AAQ65785.1","ribBA","ribBA PG_0599","3,4-dihydroxy-2-butanone-4-phosphate synthase activity [GO:0008686]; GTP binding [GO:0005525]; GTP cyclohydrolase II activity [GO:0003935]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; zinc ion binding [GO:0008270]; riboflavin biosynthetic process [GO:0009231]","GO:0000287; GO:0003935; GO:0005525; GO:0008270; GO:0008686; GO:0009231; GO:0030145","pgi:PG_0599","COG0108",NA
"20","RL2_PORGI","Q7MTL6","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTL6","AE015924","AAQ66916.1","rplB","rplB PG_1935","large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; transferase activity [GO:0016740]; translation [GO:0006412]","GO:0003735; GO:0006412; GO:0015934; GO:0016740; GO:0019843","pgi:PG_1935","COG0090",NA
"21","RNZ_PORGI","Q51834","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q51834","AE015924","CAA65179.1","rnz","rnz PG_0739","3'-tRNA processing endoribonuclease activity [GO:0042781]; zinc ion binding [GO:0008270]","GO:0008270; GO:0042781","pgi:PG_0739","COG1234",NA
"22","RNZ_PORGI","Q51834","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q51834","X95938","CAA65179.1","rnz","rnz PG_0739","3'-tRNA processing endoribonuclease activity [GO:0042781]; zinc ion binding [GO:0008270]","GO:0008270; GO:0042781","pgi:PG_0739","COG1234",NA
"23","RNZ_PORGI","Q51834","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q51834","X95938","AAQ65908.1","rnz","rnz PG_0739","3'-tRNA processing endoribonuclease activity [GO:0042781]; zinc ion binding [GO:0008270]","GO:0008270; GO:0042781","pgi:PG_0739","COG1234",NA
"24","RNZ_PORGI","Q51834","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q51834","AE015924","AAQ65908.1","rnz","rnz PG_0739","3'-tRNA processing endoribonuclease activity [GO:0042781]; zinc ion binding [GO:0008270]","GO:0008270; GO:0042781","pgi:PG_0739","COG1234",NA
"25","SYY_PORGI","Q7MXD8","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MXD8","AE015924","AAQ65484.1","tyrS","tyrS PG_0263","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; RNA binding [GO:0003723]; tyrosine-tRNA ligase activity [GO:0004831]; tyrosyl-tRNA aminoacylation [GO:0006437]","GO:0003723; GO:0004831; GO:0005524; GO:0005737; GO:0006437","pgi:PG_0263","COG0162",NA
"26","SYT_PORGI","Q7MVQ5","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MVQ5","AE015924","AAQ66115.1","thrS","thrS PG_0992","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; threonine-tRNA ligase activity [GO:0004829]; tRNA binding [GO:0000049]; threonyl-tRNA aminoacylation [GO:0006435]","GO:0000049; GO:0004829; GO:0005524; GO:0005737; GO:0006435; GO:0046872","pgi:PG_0992","COG0441",NA
"27","SYW_PORGI","Q7MT94","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MT94","AE015924","AAQ67045.1","trpS","trpS PG_2085","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830]; tryptophanyl-tRNA aminoacylation [GO:0006436]","GO:0004830; GO:0005524; GO:0005737; GO:0006436","pgi:PG_2085","COG0180",NA
"28","SYP_PORGI","Q7MVS7","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MVS7","AE015924","AAQ66092.1","proS","proS PG_0962","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; proline-tRNA ligase activity [GO:0004827]; prolyl-tRNA aminoacylation [GO:0006433]","GO:0004827; GO:0005524; GO:0005737; GO:0006433","pgi:PG_0962","COG0442",NA
"29","SYR_PORGI","Q7MXD5","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MXD5","AE015924","AAQ65487.1","argS","argS PG_0267","cytoplasm [GO:0005737]; arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]; arginyl-tRNA aminoacylation [GO:0006420]","GO:0004814; GO:0005524; GO:0005737; GO:0006420","pgi:PG_0267","COG0018",NA
"30","SERC_PORGI","Q7MV30","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MV30","AE015924","AAQ66358.1","serC","serC PG_1278","cytoplasm [GO:0005737]; O-phospho-L-serine:2-oxoglutarate aminotransferase activity [GO:0004648]; pyridoxal phosphate binding [GO:0030170]; L-serine biosynthetic process [GO:0006564]; pyridoxine biosynthetic process [GO:0008615]","GO:0004648; GO:0005737; GO:0006564; GO:0008615; GO:0030170","pgi:PG_1278","COG1932",NA
"31","PYRF_PORGI","Q7MXT6","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MXT6","AE015924","AAQ65322.1","pyrF","pyrF PG_0073","orotidine-5'-phosphate decarboxylase activity [GO:0004590]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]","GO:0004590; GO:0006207; GO:0044205","pgi:PG_0073","COG0284",NA
"32","RL5_PORGI","Q7MTM5","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTM5","AE015924","AAQ66907.1","rplE","rplE PG_1926","ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]","GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","pgi:PG_1926","COG0094",NA
"33","RSMH_PORGI","Q7MWN0","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MWN0","AE015924","AAQ65760.1","rsmH","rsmH mraW PG_0573","cytoplasm [GO:0005737]; rRNA (cytosine-N4-)-methyltransferase activity [GO:0071424]; rRNA base methylation [GO:0070475]","GO:0005737; GO:0070475; GO:0071424","pgi:PG_0573","COG0275",NA
"34","RSMA_PORGI","Q7MXN7","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MXN7","AE015924","AAQ65376.1","rsmA","rsmA ksgA PG_0135","cytoplasm [GO:0005737]; 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity [GO:0052908]; RNA binding [GO:0003723]","GO:0003723; GO:0005737; GO:0052908","pgi:PG_0135","COG0030",NA
"35","RUBY_PORGI","Q9AGG3","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q9AGG3","AE015924","AAK19552.1","rbr","rbr PG_0195","cytoplasm [GO:0005737]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; response to oxidative stress [GO:0006979]","GO:0005506; GO:0005737; GO:0006979; GO:0016491","pgi:PG_0195","COG1592",NA
"36","RUBY_PORGI","Q9AGG3","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q9AGG3","AF333323","AAK19552.1","rbr","rbr PG_0195","cytoplasm [GO:0005737]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; response to oxidative stress [GO:0006979]","GO:0005506; GO:0005737; GO:0006979; GO:0016491","pgi:PG_0195","COG1592",NA
"37","RUBY_PORGI","Q9AGG3","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q9AGG3","AE015924","AAQ65429.1","rbr","rbr PG_0195","cytoplasm [GO:0005737]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; response to oxidative stress [GO:0006979]","GO:0005506; GO:0005737; GO:0006979; GO:0016491","pgi:PG_0195","COG1592",NA
"38","RUBY_PORGI","Q9AGG3","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q9AGG3","AF333323","AAQ65429.1","rbr","rbr PG_0195","cytoplasm [GO:0005737]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; response to oxidative stress [GO:0006979]","GO:0005506; GO:0005737; GO:0006979; GO:0016491","pgi:PG_0195","COG1592",NA
"39","RSMG_PORGI","Q7MV10","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MV10","AE015924","AAQ66380.1","rsmG","rsmG PG_1307","cytoplasm [GO:0005737]; rRNA (guanine-N7-)-methyltransferase activity [GO:0070043]","GO:0005737; GO:0070043","pgi:PG_1307","COG0357",NA
"40","RUVA_PORGI","Q7MW36","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MW36","AE015924","AAQ65970.1","ruvA","ruvA PG_0811","Holliday junction helicase complex [GO:0009379]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; four-way junction helicase activity [GO:0009378]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; SOS response [GO:0009432]","GO:0003677; GO:0005524; GO:0006281; GO:0006310; GO:0009378; GO:0009379; GO:0009432; GO:0016887","pgi:PG_0811","COG0632",NA
"41","RL16_PORGI","Q7MTM0","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTM0","AE015924","AAQ66912.1","rplP","rplP PG_1931","ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]","GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","pgi:PG_1931","COG0197",NA
"42","RL18_PORGI","Q7MTM9","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTM9","AE015924","AAQ66903.1","rplR","rplR PG_1922","ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412; GO:0019843","pgi:PG_1922","COG0256",NA
"43","RS21_PORGI","Q7MX34","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MX34","AE015924","AAQ65591.1","rpsU","rpsU PG_0385","ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412","pgi:PG_0385","COG0828",NA
"44","TILS_PORGI","Q7MTC4","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTC4","AE015924","AAQ67010.1","tilS","tilS PG_2046","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ligase activity, forming carbon-nitrogen bonds [GO:0016879]; tRNA modification [GO:0006400]","GO:0005524; GO:0005737; GO:0006400; GO:0016879","pgi:PG_2046","COG0037",NA
"45","TPIS_PORGI","Q7MWI7","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MWI7","AE015924","AAQ65807.1","tpiA","tpiA PG_0623","cytoplasm [GO:0005737]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]","GO:0004807; GO:0005737; GO:0006094; GO:0006096","pgi:PG_0623","COG0149",NA
"46","RIMM_PORGI","Q7MUW2","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MUW2","AE015924","AAQ66429.1","rimM","rimM PG_1365","cytoplasm [GO:0005737]; ribosome [GO:0005840]; ribosome binding [GO:0043022]; ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]","GO:0005737; GO:0005840; GO:0006364; GO:0042274; GO:0043022","pgi:PG_1365","COG0806",NA
"47","RL22_PORGI","Q7MTL8","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTL8","AE015924","AAQ66914.1","rplV","rplV PG_1933","large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0006412; GO:0015934; GO:0019843","pgi:PG_1933","COG0091",NA
"48","RL28_PORGI","Q7MTJ4","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTJ4","AE015924","AAQ66938.1","rpmB","rpmB PG_1960","ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412","pgi:PG_1960","COG0227",NA
"49","RRF_PORGI","Q7MTP6","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTP6","AE015924","AAQ66885.1","frr","frr PG_1901","cytoplasm [GO:0005737]; translational termination [GO:0006415]","GO:0005737; GO:0006415","pgi:PG_1901","COG0233",NA
"50","RS14_PORGI","Q7MTM6","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTM6","AE015924","AAQ66906.1","rpsN","rpsN PG_1925","ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412; GO:0019843","pgi:PG_1925","COG0199",NA
"51","SODF_PORGI","P19665","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","P19665","AE015924","AAA25651.1","sodB","sodB sod PG_1545","metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]","GO:0004784; GO:0046872","pgi:PG_1545","COG0605",NA
"52","SODF_PORGI","P19665","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","P19665","AE015924","AAQ66583.1","sodB","sodB sod PG_1545","metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]","GO:0004784; GO:0046872","pgi:PG_1545","COG0605",NA
"53","SODF_PORGI","P19665","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","P19665","M60401","AAQ66583.1","sodB","sodB sod PG_1545","metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]","GO:0004784; GO:0046872","pgi:PG_1545","COG0605",NA
"54","SODF_PORGI","P19665","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","P19665","D90152","AAA25651.1","sodB","sodB sod PG_1545","metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]","GO:0004784; GO:0046872","pgi:PG_1545","COG0605",NA
"55","SODF_PORGI","P19665","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","P19665","M60401","BAA14182.1","sodB","sodB sod PG_1545","metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]","GO:0004784; GO:0046872","pgi:PG_1545","COG0605",NA
"56","SODF_PORGI","P19665","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","P19665","M60401","AAA25651.1","sodB","sodB sod PG_1545","metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]","GO:0004784; GO:0046872","pgi:PG_1545","COG0605",NA
"57","SODF_PORGI","P19665","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","P19665","AE015924","BAA14182.1","sodB","sodB sod PG_1545","metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]","GO:0004784; GO:0046872","pgi:PG_1545","COG0605",NA
"58","SODF_PORGI","P19665","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","P19665","D90152","BAA14182.1","sodB","sodB sod PG_1545","metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]","GO:0004784; GO:0046872","pgi:PG_1545","COG0605",NA
"59","SODF_PORGI","P19665","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","P19665","D90152","AAQ66583.1","sodB","sodB sod PG_1545","metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]","GO:0004784; GO:0046872","pgi:PG_1545","COG0605",NA
"60","RLMN_PORGI","Q7MTB0","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTB0","AE015924","AAQ67026.1","rlmN","rlmN PG_2065","cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; rRNA (adenine-C2-)-methyltransferase activity [GO:0070040]; rRNA binding [GO:0019843]; tRNA (adenine-C2-)-methyltransferase activity [GO:0002935]; tRNA binding [GO:0000049]; rRNA base methylation [GO:0070475]","GO:0000049; GO:0002935; GO:0005737; GO:0019843; GO:0046872; GO:0051539; GO:0070040; GO:0070475","pgi:PG_2065","COG0820",NA
"61","RL17_PORGI","Q7MTP1","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTP1","AE015924","AAQ66891.1","rplQ","rplQ PG_1910","ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412","pgi:PG_1910","COG0203",NA
"62","RS11_PORGI","Q7MTN8","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTN8","AE015924","AAQ66894.1","rpsK","rpsK PG_1913","ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412; GO:0019843","pgi:PG_1913","COG0100",NA
"63","SSRP_PORGI","Q7MWT5","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MWT5","AE015924","AAQ65696.1","smpB","smpB PG_0502","cytoplasm [GO:0005737]; RNA binding [GO:0003723]; trans-translation [GO:0070929]","GO:0003723; GO:0005737; GO:0070929","pgi:PG_0502","COG0691",NA
"64","RL29_PORGI","Q7MTM1","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTM1","AE015924","AAQ66911.1","rpmC","rpmC PG_1930","ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412","pgi:PG_1930","COG0255",NA
"65","RUVC_PORGI","Q7MUZ6","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MUZ6","AE015924","AAQ66394.1","ruvC","ruvC PG_1324","crossover junction endodeoxyribonuclease activity [GO:0008821]; magnesium ion binding [GO:0000287]; nucleic acid binding [GO:0003676]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]","GO:0000287; GO:0003676; GO:0006281; GO:0006310; GO:0008821","pgi:PG_1324","COG0817",NA
"66","CPG2_PORGI","P95493","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","P95493","AE015924","AAC26371.1","rgpB","rgpB prtRII rgp2 PG_0506","extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; calcium-dependent cysteine-type endopeptidase activity [GO:0004198]; proteolysis [GO:0006508]","GO:0004198; GO:0005509; GO:0005576; GO:0006508","pgi:PG_0506","COG2957",NA
"67","CPG2_PORGI","P95493","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","P95493","AE015924","AAQ65700.1","rgpB","rgpB prtRII rgp2 PG_0506","extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; calcium-dependent cysteine-type endopeptidase activity [GO:0004198]; proteolysis [GO:0006508]","GO:0004198; GO:0005509; GO:0005576; GO:0006508","pgi:PG_0506","COG2957",NA
"68","CPG2_PORGI","P95493","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","P95493","U85038","AAQ65700.1","rgpB","rgpB prtRII rgp2 PG_0506","extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; calcium-dependent cysteine-type endopeptidase activity [GO:0004198]; proteolysis [GO:0006508]","GO:0004198; GO:0005509; GO:0005576; GO:0006508","pgi:PG_0506","COG2957",NA
"69","CPG2_PORGI","P95493","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","P95493","AF007124","AAQ65700.1","rgpB","rgpB prtRII rgp2 PG_0506","extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; calcium-dependent cysteine-type endopeptidase activity [GO:0004198]; proteolysis [GO:0006508]","GO:0004198; GO:0005509; GO:0005576; GO:0006508","pgi:PG_0506","COG2957",NA
