"","UNIPROTKB_ID","UNIPROTKB","ORGANISM","ORGANISM-ID","ID","EMBL/GENBANK/DDBJ","EMBL/GENBANK/DDBJ_CDS","GENENAME","GENES","GO","GO-ID","KEGG","EGGNOG","PSEUDOCAP"
"13","PLYA_ASPFC","B0XT32","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XT32","DS499595","EDP53741.1","plyA","plyA AFUB_017840","extracellular region [GO:0005576]; metal ion binding [GO:0046872]; pectate lyase activity [GO:0030570]; cell wall organization [GO:0071555]; pectin catabolic process [GO:0045490]","GO:0005576; GO:0030570; GO:0045490; GO:0046872; GO:0071555",NA,NA,NA
"14","PLYD_ASPFC","B0YB89","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YB89","DS499601","EDP48479.1","plyD","plyD AFUB_091960","extracellular region [GO:0005576]; pectate lyase activity [GO:0030570]; cell wall organization [GO:0071555]; polysaccharide catabolic process [GO:0000272]","GO:0000272; GO:0005576; GO:0030570; GO:0071555",NA,NA,NA
"15","PLYE_ASPFC","B0Y9M8","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y9M8","DS499600","EDP48721.1","plyE","plyE AFUB_081630","extracellular region [GO:0005576]; pectate lyase activity [GO:0030570]; cell wall organization [GO:0071555]; polysaccharide catabolic process [GO:0000272]","GO:0000272; GO:0005576; GO:0030570; GO:0071555",NA,NA,NA
"16","PLYF_ASPFC","B0Y953","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y953","DS499599","EDP49934.1","plyF","plyF AFUB_079680","extracellular region [GO:0005576]; pectate lyase activity [GO:0030570]; cell wall organization [GO:0071555]; polysaccharide catabolic process [GO:0000272]","GO:0000272; GO:0005576; GO:0030570; GO:0071555",NA,NA,NA
"17","PFF1_ASPFC","B0XPG0","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XPG0","DS499594","EDP55933.1","AFUB_006350","AFUB_006350","integral component of membrane [GO:0016021]; vacuolar membrane [GO:0005774]; metal ion binding [GO:0046872]; metalloexopeptidase activity [GO:0008235]","GO:0005774; GO:0008235; GO:0016021; GO:0046872",NA,NA,NA
"18","MTLD_ASPFC","B0XS99","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XS99","DS499595","EDP54585.1","mpdA","mpdA AFUB_026440","mannitol-1-phosphate 5-dehydrogenase activity [GO:0008926]; mannitol metabolic process [GO:0019594]","GO:0008926; GO:0019594",NA,NA,NA
"19","MTNA_ASPFC","B0Y5C3","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y5C3","DS499598","EDP49958.1","mri1","mri1 AFUB_062900","cytoplasm [GO:0005737]; nucleus [GO:0005634]; S-methyl-5-thioribose-1-phosphate isomerase activity [GO:0046523]; L-methionine salvage from methylthioadenosine [GO:0019509]; L-methionine salvage from S-adenosylmethionine [GO:0019284]","GO:0005634; GO:0005737; GO:0019284; GO:0019509; GO:0046523",NA,NA,NA
"20","SLX4_ASPFC","B0XUC7","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XUC7","DS499595","EDP53981.1","slx4","slx4 AFUB_020270","Slx1-Slx4 complex [GO:0033557]; 5'-flap endonuclease activity [GO:0017108]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]","GO:0006260; GO:0006281; GO:0006310; GO:0017108; GO:0033557",NA,NA,NA
"21","RT25_ASPFC","B0Y5R7","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y5R7","DS499598","EDP50102.1","AFUB_064340","AFUB_064340","mitochondrial small ribosomal subunit [GO:0005763]; structural constituent of ribosome [GO:0003735]","GO:0003735; GO:0005763",NA,NA,NA
"22","S2538_ASPFC","B0Y4J4","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y4J4","DS499598","EDP50593.1","AFUB_069300","AFUB_069300","integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; glycine transmembrane transporter activity [GO:0015187]; glycine import into mitochondrion [GO:1904983]; heme biosynthetic process [GO:0006783]","GO:0005743; GO:0006783; GO:0015187; GO:0016021; GO:1904983",NA,NA,NA
"23","SLX1_ASPFC","B0Y2U0","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y2U0","DS499597","EDP51192.1","slx1","slx1 AFUB_051960","Slx1-Slx4 complex [GO:0033557]; 5'-flap endonuclease activity [GO:0017108]; metal ion binding [GO:0046872]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]","GO:0006281; GO:0006310; GO:0017108; GO:0033557; GO:0046872",NA,NA,NA
"24","STS1_ASPFC","B0Y5Q9","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y5Q9","DS499598","EDP50094.1","sts1","sts1 AFUB_064260","cytoplasm [GO:0005737]; nucleus [GO:0005634]; nuclear protein quality control by the ubiquitin-proteasome system [GO:0071630]; proteasome localization [GO:0031144]; protein transport [GO:0015031]","GO:0005634; GO:0005737; GO:0015031; GO:0031144; GO:0071630",NA,NA,NA
"25","PRTT_ASPFC","B0Y6K1","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y6K1","DS499598","EDP50386.1","prtT","prtT AFUB_067240","nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]","GO:0000981; GO:0003677; GO:0005634; GO:0008270",NA,NA,NA
"26","CLP1_ASPFC","B0Y0Y6","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y0Y6","DS499597","EDP51877.1","clp1","clp1 AFUB_058970","mRNA cleavage factor complex [GO:0005849]; ATP binding [GO:0005524]; polynucleotide 5'-hydroxyl-kinase activity [GO:0051731]; mRNA 3'-end processing [GO:0031124]","GO:0005524; GO:0005849; GO:0031124; GO:0051731",NA,NA,NA
"27","CREB_ASPFC","B0Y4P5","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y4P5","DS499598","EDP50644.1","creB","creB AFUB_069810","thiol-dependent deubiquitinase [GO:0004843]; carbon catabolite repression of transcription [GO:0045013]; protein deubiquitination [GO:0016579]; ubiquitin-dependent protein catabolic process [GO:0006511]","GO:0004843; GO:0006511; GO:0016579; GO:0045013",NA,NA,NA
"28","LIPA_ASPFC","B0XYY2","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XYY2","DS499596","EDP53078.1","AFUB_042490","AFUB_042490","mitochondrion [GO:0005739]; 4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; lipoyl synthase activity (acting on glycine-cleavage complex H protein [GO:0102552]; lipoyl synthase activity (acting on pyruvate dehydrogenase E2 protein) [GO:0102553]; metal ion binding [GO:0046872]; protein lipoylation [GO:0009249]","GO:0005739; GO:0009249; GO:0016992; GO:0046872; GO:0051539; GO:0102552; GO:0102553",NA,NA,NA
"29","LMBD1_ASPFC","B0YA61","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YA61","DS499600","EDP48904.1","AFUB_083530","AFUB_083530","integral component of membrane [GO:0016021]; cobalamin binding [GO:0031419]","GO:0016021; GO:0031419",NA,NA,NA
"30","M2DH_ASPFC","B0Y581","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y581","DS499598","EDP50830.1","AFUB_071700","AFUB_071700","mannitol 2-dehydrogenase activity [GO:0050086]","GO:0050086",NA,NA,NA
"31","MAP21_ASPFC","B0XTJ7","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XTJ7","DS499595","EDP53838.1","AFUB_018820","AFUB_018820","cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]; protein initiator methionine removal [GO:0070084]","GO:0005737; GO:0046872; GO:0070006; GO:0070084",NA,NA,NA
"32","MAP22_ASPFC","B0Y5N4","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y5N4","DS499598","EDP50069.1","AFUB_064000","AFUB_064000","cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]; protein initiator methionine removal [GO:0070084]","GO:0005737; GO:0046872; GO:0070006; GO:0070084",NA,NA,NA
"33","MAP23_ASPFC","B0YAX5","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YAX5","DS499600","EDP49168.1","AFUB_086160","AFUB_086160","cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]; protein initiator methionine removal [GO:0070084]","GO:0005737; GO:0046872; GO:0070006; GO:0070084",NA,NA,NA
"34","MANBA_ASPFC","B0Y7S2","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y7S2","DS499599","EDP49453.1","mndA","mndA AFUB_074800","extracellular region [GO:0005576]; beta-mannosidase activity [GO:0004567]; polysaccharide catabolic process [GO:0000272]","GO:0000272; GO:0004567; GO:0005576",NA,NA,NA
"35","MANBB_ASPFC","B0YBU9","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YBU9","DS499601","EDP48080.1","mndB","mndB AFUB_087900","beta-mannosidase activity [GO:0004567]; polysaccharide catabolic process [GO:0000272]","GO:0000272; GO:0004567",NA,NA,NA
"36","EIF3H_ASPFC","B0XQB9","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XQB9","DS499594","EDP56233.1","AFUB_009410","AFUB_009410","eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; isopeptidase activity [GO:0070122]; metallopeptidase activity [GO:0008237]; translation initiation factor activity [GO:0003743]; formation of cytoplasmic translation initiation complex [GO:0001732]","GO:0001732; GO:0003743; GO:0005852; GO:0008237; GO:0016282; GO:0033290; GO:0070122",NA,NA,NA
"37","MOT1_ASPFC","B0XPE7","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XPE7","DS499594","EDP55920.1","mot1","mot1 AFUB_006220","nuclear chromosome [GO:0000228]; transcription regulator complex [GO:0005667]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; TBP-class protein binding [GO:0017025]; negative regulation of transcription, DNA-templated [GO:0045892]; nucleolar large rRNA transcription by RNA polymerase I [GO:0042790]; regulation of RNA polymerase II transcription preinitiation complex assembly [GO:0045898]; rRNA processing [GO:0006364]","GO:0000228; GO:0003677; GO:0004386; GO:0005524; GO:0005667; GO:0006364; GO:0016887; GO:0017025; GO:0042790; GO:0045892; GO:0045898",NA,NA,NA
"38","KEX1_ASPFC","B0XQ16","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XQ16","DS499594","EDP56130.1","kex1","kex1 AFUB_008360","Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; serine-type carboxypeptidase activity [GO:0004185]; apoptotic process [GO:0006915]","GO:0004185; GO:0005794; GO:0006915; GO:0016021",NA,NA,NA
"39","MNS1B_ASPFC","B0XMT4","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XMT4","DS499594","EDP56691.1","mns1B","mns1B msdS AFUB_014090","cytoplasmic vesicle lumen [GO:0060205]; membrane [GO:0016020]; calcium ion binding [GO:0005509]; mannosyl-oligosaccharide 1,2-alpha-mannosidase activity [GO:0004571]; carbohydrate metabolic process [GO:0005975]; protein glycosylation [GO:0006486]","GO:0004571; GO:0005509; GO:0005975; GO:0006486; GO:0016020; GO:0060205",NA,NA,NA
"40","3HAO2_ASPFC","B0XVP0","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XVP0","DS499595","EDP55248.1","bna1-2","bna1-2 AFUB_033120","cytoplasm [GO:0005737]; 3-hydroxyanthranilate 3,4-dioxygenase activity [GO:0000334]; ferrous iron binding [GO:0008198]; 'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; anthranilate metabolic process [GO:0043420]; quinolinate biosynthetic process [GO:0019805]; tryptophan catabolic process [GO:0006569]","GO:0000334; GO:0005737; GO:0006569; GO:0008198; GO:0019805; GO:0034354; GO:0043420",NA,NA,NA
"41","CBHA_ASPFC","B0Y793","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y793","DS499599","EDP49274.1","cbhA","cbhA celD AFUB_073010","extracellular region [GO:0005576]; cellulose 1,4-beta-cellobiosidase activity [GO:0016162]; cellulose catabolic process [GO:0030245]","GO:0005576; GO:0016162; GO:0030245",NA,NA,NA
"42","MOC2B_ASPFC","B0XYQ4","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XYQ4","DS499596","EDP53000.1","cnxH","cnxH AFUB_041710","cytosol [GO:0005829]; molybdopterin synthase complex [GO:0019008]; molybdopterin synthase activity [GO:0030366]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]","GO:0005829; GO:0006777; GO:0019008; GO:0030366",NA,NA,NA
"43","KAD2_ASPFC","B0XPW9","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XPW9","DS499594","EDP56083.1","adk1","adk1 AFUB_007850","cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]; adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]; ADP biosynthetic process [GO:0006172]; AMP metabolic process [GO:0046033]; ATP metabolic process [GO:0046034]","GO:0004017; GO:0005524; GO:0005758; GO:0005829; GO:0006172; GO:0046033; GO:0046034",NA,NA,NA
"44","KMO_ASPFC","B0Y7C3","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y7C3","DS499599","EDP49304.1","bna4","bna4 AFUB_073310","mitochondrial outer membrane [GO:0005741]; FAD binding [GO:0071949]; kynurenine 3-monooxygenase activity [GO:0004502]; 'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; anthranilate metabolic process [GO:0043420]; quinolinate biosynthetic process [GO:0019805]; tryptophan catabolic process [GO:0006569]","GO:0004502; GO:0005741; GO:0006569; GO:0019805; GO:0034354; GO:0043420; GO:0071949",NA,NA,NA
"45","LCL2_ASPFC","B0Y310","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y310","DS499597","EDP51251.1","lcl2","lcl2 AFUB_052550",NA,NA,NA,NA,NA
"46","EIF3L_ASPFC","B0XS74","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XS74","DS499595","EDP54560.1","AFUB_026190","AFUB_026190","eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; translation initiation factor activity [GO:0003743]; formation of cytoplasmic translation initiation complex [GO:0001732]","GO:0001732; GO:0003743; GO:0005852; GO:0016282; GO:0033290",NA,NA,NA
"47","CBHC_ASPFC","B0XWL3","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XWL3","DS499596","EDP53472.1","cbhC","cbhC AFUB_046510","extracellular region [GO:0005576]; cellulose 1,4-beta-cellobiosidase activity [GO:0016162]; cellulose binding [GO:0030248]; cellulose catabolic process [GO:0030245]","GO:0005576; GO:0016162; GO:0030245; GO:0030248",NA,NA,NA
"48","EIF3D_ASPFC","B0XU47","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XU47","DS499595","EDP54970.1","AFUB_030310","AFUB_030310","cytosol [GO:0005829]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex, eIF3e [GO:0071540]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]; mRNA cap binding [GO:0098808]; translation initiation factor activity [GO:0003743]; cap-dependent translational initiation [GO:0002191]; formation of cytoplasmic translation initiation complex [GO:0001732]","GO:0001732; GO:0002191; GO:0003743; GO:0005829; GO:0016282; GO:0033290; GO:0071540; GO:0071541; GO:0098808",NA,NA,NA
"49","FAEB1_ASPFC","B0YDW9","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YDW9","DS499602","EDP47853.1","faeB-1","faeB-1 AFUB_097070","extracellular region [GO:0005576]; feruloyl esterase activity [GO:0030600]; metal ion binding [GO:0046872]; tannase activity [GO:0050318]; xylan catabolic process [GO:0045493]","GO:0005576; GO:0030600; GO:0045493; GO:0046872; GO:0050318",NA,NA,NA
"50","COQ4_ASPFC","B0XYZ8","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XYZ8","DS499596","EDP53094.1","coq4","coq4 AFUB_042650","extrinsic component of mitochondrial inner membrane [GO:0031314]; ubiquinone biosynthetic process [GO:0006744]","GO:0006744; GO:0031314",NA,NA,NA
"51","EIF3A_ASPFC","B0XP13","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XP13","DS499594","EDP55856.1","tif32","tif32 AFUB_005560","eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; translation initiation factor activity [GO:0003743]; formation of cytoplasmic translation initiation complex [GO:0001732]","GO:0001732; GO:0003743; GO:0005852; GO:0016282; GO:0033290",NA,NA,NA
"52","GUF1_ASPFC","B0XZZ2","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XZZ2","DS499596","EDP52324.1","guf1","guf1 AFUB_034880","mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ribosome binding [GO:0043022]; positive regulation of translation [GO:0045727]; translation [GO:0006412]","GO:0003924; GO:0005525; GO:0005743; GO:0005759; GO:0006412; GO:0043022; GO:0045727",NA,NA,NA
"53","MEP1_ASPFC","B0XPZ1","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XPZ1","DS499594","EDP56105.1","AFUB_008060","AFUB_008060","extracellular region [GO:0005576]; metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]","GO:0005576; GO:0008237; GO:0046872",NA,NA,NA
"54","BCK1_ASPFC","B0XXN8","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XXN8","DS499596","EDP52640.1","bck1","bck1 AFUB_038060","ATP binding [GO:0005524]; protein kinase activity [GO:0004672]","GO:0004672; GO:0005524",NA,NA,NA
"55","FAEC_ASPFC","B0XU32","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XU32","DS499595","EDP54955.1","faeC","faeC AFUB_030150","extracellular region [GO:0005576]; feruloyl esterase activity [GO:0030600]; xylan catabolic process [GO:0045493]","GO:0005576; GO:0030600; GO:0045493",NA,NA,NA
"56","LAP1_ASPFC","B0YED6","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YED6","DS499603","EDP47280.1","lap1","lap1 AFUB_098810","extracellular region [GO:0005576]; aminopeptidase activity [GO:0004177]; metal ion binding [GO:0046872]; metalloexopeptidase activity [GO:0008235]","GO:0004177; GO:0005576; GO:0008235; GO:0046872",NA,NA,NA
"57","GPRM_ASPFC","B0YCP1","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YCP1","DS499601","EDP48372.1","gprM","gprM AFUB_090880","integral component of membrane [GO:0016021]","GO:0016021",NA,NA,NA
"58","GATB_ASPFC","B0XXK5","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XXK5","DS499596","EDP52607.1","AFUB_037730","AFUB_037730","glutamyl-tRNA(Gln) amidotransferase complex [GO:0030956]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]; glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; mitochondrial translation [GO:0032543]","GO:0005524; GO:0005739; GO:0030956; GO:0032543; GO:0050567; GO:0070681",NA,NA,NA
"59","MUB1_ASPFC","B0Y1D1","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y1D1","DS499597","EDP51961.1","samB","samB AFUB_059860","cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; sporulation resulting in formation of a cellular spore [GO:0030435]","GO:0005737; GO:0030435; GO:0046872",NA,NA,NA
